id,label,model list,text 
1991125,Structure,"['CHEVROLET G VAN 1983', 'CHEVROLET G VAN 1984', 'CHEVROLET G VAN 1985', 'CHEVROLET G VAN 1986', 'CHEVROLET G VAN 1987', 'CHEVROLET G VAN 1988', 'CHEVROLET G VAN 1989', 'CHEVROLET G VAN 1990', 'FORD E350 1983', 'FORD E350 1984', 'FORD E350 1985', 'FORD E350 1986', 'FORD E350 1987', 'FORD E350 1988', 'FORD E350 1989', 'FORD E350 1990', 'GMC G VAN 1983', 'GMC G VAN 1984', 'GMC G VAN 1985', 'GMC G VAN 1986', 'GMC G VAN 1987', 'GMC G VAN 1988', 'GMC G VAN 1989', 'GMC G VAN 1990']","the air deflector may be inadequately bonded to the truck body   and may separate at high speed. a detached deflector could be   hazardous to other vehicles.  correction: air deflectors will be inspected for signs of   separation. if signs of separation are found, the deflector will   be refastened using rivets."
1991144,Steering,['FORD B SERIES 1988'],note: ford b-series school bus chassis.  the bendix c-300n steering gears on these vehicles may experience   premature wear leading to intermittent increased steering efforts   and seizing or binding if operation is continued. this could   result in loss of steering control and a crash without prior   warning.  correction: power steering gear will be inspected and replaced if   necessary.
1991145,Emissions,['FORD PROBE 1990'],vehicles with 3.0l engines and automatic transmissions only.  these vehicles do not comply with c.m.v.s.s 1103 - exhaust   emissions. carbon monoxide levels exceed standard.  correction: dealers will replace the electronic engine control   (eec) processor and attach two decals.
1991149,Powertrain,"['FORD AEROSTAR 1989', 'FORD AEROSTAR 1990', 'FORD AEROSTAR 1991', 'FORD BRONCO II 1990', 'FORD EXPLORER 1991', 'FORD RANGER 1990', 'FORD RANGER 1991']","the park mechanism of the a4ld automatic transmission may not engage when the selector lever is placed in the ""park"" position. if parked on an incline, the vehicle may roll as if in neutral if the parking brake is not set. this could result in a vehicle accident or personal injury.  correction: owners will be notified of condition and advised to set the parking brake each time they park their vehicle. owners will also be advised when dealers receive parts and repair instructions after further investigation by ford."
1991170,Fuel Supply,"['FORD ECONOLINE 1989', 'FORD ECONOLINE 1990', 'FORD ECONOLINE 1991', 'FORD F SERIES 1989', 'FORD F SUPER DUTY 1989']","on vehicles with dual fuel tanks, the dual function fuel reservoir (dfr) may malfunction allowing supply fuel to be drawn from one tank and a portion of the unused fuel to be returned to the other tank. as a result, the other tank could possibly be overfilled, resulting in overflow of fuel past the filler cap. in the presence of an ignition source, the potential for a fire may exist.  correction: a dfr containing ""o"" rings manufactured from revised   material will be installed on affected vehicles."
1992010,Emissions,"['FORD F600 1990', 'FORD F700 1990', 'FORD F800 1990']",these vehicles do not comply with c.m.v.s.s. 1103 - exhaust emissions.  vehicles were manufactured with incorrect emissions control system vacuum  control components.  correction: existing engine emission control vacuum components will be  replaced including both thermactor air pumps.
1992011,Emissions,"['FORD AEROSTAR 1990', 'FORD AEROSTAR 1991', 'FORD TEMPO 1990', 'FORD TEMPO 1991', 'MERCURY TOPAZ 1990', 'MERCURY TOPAZ 1991']",note: tempo/topaz with 2.3 litre engine and aerostar with 3.0 litre  engine.  these vehicles so not comply with c.m.v.s.s. 1103 - exhaust emissions.  defective throttle position sensors can wear out prematurely causing an  interruption of the sensor signal and illumination of the malfunction  indicator light.  correction: throttle position sensor will be inspected and replaced if  necessary.
1995068,Other,['FORD AEROSTAR 1995'],"these vehicles do not comply with c.m.v.s.s. 120 - tire selection and rims for vehicles other than passenger cars. certification labels specify a ""70"" series rear tire rather than the appropriate ""75"" series.  correction: ""important tire notice"" labels showing the correct tire size will be installed on affected vehicles."
1995069,Brakes,['FORD TAURUS 1995'],"the brake pedal push rod retainer clip may not have been installed on the service brake pedal. this could result in disengagement of the brake push rod and loss of service braking.  correction: vehicle will be inspected and if necessary, a new retainer will be installed."
1995071,Brakes,['FORD EXPLORER 1995'],"these vehicles do not comply with c.m.v.s.s. 105 - hydraulic brake systems.  the brake tubes from the brake master cylinder to the hydraulic control unit may not be routed correctly.  correction: new brake tubes will be installed and, if necessary, a new master cylinder will be installed."
1990123,Seats And Restraints,"['FORD AEROSTAR 1989', 'FORD AEROSTAR 1990']",note: vehicles equipped with quad captain's chairs.  the latch retaining the second row right hand seat assembly may   release under severe frontal impact conditions. this would allow   the seat to pivot forward and could result in occupant injury.  correction: latch pawl assembly will be replaced with one of a   revised design.  
1990137,Suspension,['FORD TAURUS 1990'],note: vehicles equipped with police vehicle option package.  wheels may contain forming cracks in the raised portion of the   wheel centre (spider) between the lug holes and the attachment to   the rim. severe duty may cause the cracks to propogate and result   in eventual separation of the wheel rim from the wheel centre.   this could cause loss of control and a crash without prior   warning.  correction: wheels will be replaced with a revised design wheel.  
1990166,Emissions,"['FORD F SUPER DUTY 1988', 'FORD F SUPER DUTY 1989', 'FORD F250 1988', 'FORD F250 1989', 'FORD F350 1988', 'FORD F350 1989']",these vehicles may not comply with c.m.v.s.s. 1103 - exhaust   emissions.   vehicles may have fuel tank vapour hose that is too long and may be kinked near the connection to the evaporative emissions canister. correction: hoses will be inspected and length reduced if   necessary.
1990182,Seats And Restraints,"['FORD CROWN VICTORIA 1990', 'FORD CROWN VICTORIA 1991', 'FORD TAURUS 1990', 'FORD TEMPO 1990', 'LINCOLN CONTINENTAL 1990', 'MERCURY GRAND MARQUIS 1990', 'MERCURY GRAND MARQUIS 1991', 'MERCURY SABLE 1990', 'MERCURY TOPAZ 1990']","on vehicles equipped with a driver side supplemental air bag, the   centre post threads of the air bag module may have been damaged during assembly. in a deployment level collision, the centre post housing may separate from the air bag adapter causing the air bag not to inflate properly. in addition, hot combustion gases would flow directly through the air bag rather than through the normal filtering and cooling devices, presenting the possibility of burn injury to vehicle occupants.  correction: air bag modules will be inspected and replaced if   necessary."
1990183,Brakes,"['FORD F SUPER DUTY 1989', 'FORD F SUPER DUTY 1990']","the lower end of the brake rod which connects the brake pedal arm   to the power brake assembly bell crank may have inadequate wall   thickness. should the wall fracture, it could result in loss of   braking capability.  correction: a new brake rod will be installed."
1990191,Brakes,"['FORD C SERIES 1989', 'FORD C SERIES 1990', 'FORD C SERIES 1991', 'FORD CL SERIES 1989', 'FORD CL SERIES 1990', 'FORD CL SERIES 1991', 'FORD F SERIES 1989', 'FORD F SERIES 1990', 'FORD F SERIES 1991', 'FORD L SERIES 1989', 'FORD L SERIES 1990', 'FORD L SERIES 1991']","cracks may develop in the mounting surface area of aeroquip maxi   ii 30/36 spring parking brake chambers possibly leading to   fracture of the chamber housing in the area of the studs.   subsquently, the chamber could separate from the vehicle if the   chamber push rod clevis were to separate from the slack adjuster   and the air hose fittings at the chamber were to fracture. a   detached chamber could present a road hazard to other vehicles   and the remaining spring brakes on the vehicle would apply as air   pressure decreased.  correction: brake chambers will be replaced with chambers of a   different design.  "
1990192,Emissions,"['FORD E150 1989', 'FORD E250 1989']","on vehicles with 5.8 litre engines, the vacuum lines for the   exhaust gas recirculation (egr) and thermactor emissions systems   may be damaged by contact with the egr valve and tube assembly.   the vacuum lines may either develop a leak or fuse shut from the   contact with the hot egr valve and tube assembly.  correction: vehicles will be inspected and vacuum lines will be   repaired if necessary. all lines will be repositioned and   retained with a tie strap."
1990193,Brakes,"['FORD TAURUS 1986', 'FORD TAURUS 1987', 'FORD TAURUS 1988', 'FORD TAURUS 1989', 'FORD TAURUS 1990', 'FORD TAURUS 1991', 'MERCURY SABLE 1986', 'MERCURY SABLE 1987', 'MERCURY SABLE 1988', 'MERCURY SABLE 1989', 'MERCURY SABLE 1990', 'MERCURY SABLE 1991']","the composite construction front brake rotors on these vehicles may  corrode, weaken and fracture, resulting in a reduction of braking  performance. such a fracture would result in loss of braking at the  corresponding front wheel which could in turn result in increased  stopping distance and a possible crash.  correction: front brake rotors will be replaced."
1991020,Lights And Instruments,['FORD PROBE 1990'],these vehicles do not comply with c.m.v.s.s. 108 - lighting.  daytime running lights shut off whenever signal lights are activated.  correction: a revised design drl module will be installed on   affected vehicles.
1991021,Engine,"['FORD BRONCO II 1986', 'FORD BRONCO II 1987', 'FORD BRONCO II 1988', 'FORD RANGER 1986', 'FORD RANGER 1987', 'FORD RANGER 1988', 'FORD TAURUS 1986', 'FORD TAURUS 1987', 'FORD TAURUS 1988', 'FORD TAURUS 1989', 'MERCURY SABLE 1986', 'MERCURY SABLE 1987', 'MERCURY SABLE 1988', 'MERCURY SABLE 1989']","this recall supersedes recall 90-27 for vehicles in the maritimes.  the throttle may stick in an open position due to linkage binding   caused by corrosion. this would cause the engine to run at higher than idle speed when the throttle is released and could adversely affect driver control resulting in a possible crash.  correction: a stainless steel sleeve, which will be placed over the hub    on the throttle body assembly, and a secondary throttle lever to fit the sleeve, along with other mounting parts, will be installed on affected vehicles."
